place_id,name,address,latitude,longitude,rating,review_count,primary_type,types,website,google_maps_url,search_query,price_numeric_imputed,price_tier_imputed,price_tier_numeric
ChIJzUccx1dxhlQR9Ulx5uAnCN4,Les Faux Bourgeois,"663 E 15th Ave, Vancouver, BC V5T 2R6",49.2573042,-123.0896323,4.6,1747.0,french_restaurant,"french_restaurant, wine_bar, bistro, cocktail_bar, bar, restaurant, food, point_of_interest, establishment",http://www.lesfauxbourgeois.com/,https://maps.google.com/?cid=15999081523126028789&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,French restaurants in Downtown Vancouver BC,3.0,$$$,3
ChIJ_8nOLhdxhlQRGl8tonRkLPY,The Greek Gastown,"221 Carrall St, Vancouver, BC V6B 4K7",49.283054,-123.1044495,4.6,1744.0,greek_restaurant,"greek_restaurant, restaurant, food, point_of_interest, establishment",https://thegreekbyanatoli.com/location-gastown/,https://maps.google.com/?cid=17738663484405407514&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Mediterranean restaurants in Gastown BC,2.0,$$,2
ChIJS2eOSehzhlQRoJY_8TtJdO0,Zab Bite - Thai E-Sarn Cuisine,"4197 Fraser St, Vancouver, BC V5V 4E9",49.2477705,-123.09048500000002,4.6,1743.0,restaurant,"restaurant, thai_restaurant, food, point_of_interest, establishment",http://www.zabbite.ca/menu,https://maps.google.com/?cid=17110381406086731424&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Thai restaurants in Mount Pleasant BC,2.0,$$,2
ChIJhbvdyX1xhlQRMIebjMPIEYI,Zarak by Afghan Kitchen,"2102 Main St, Vancouver, BC V5T 0K1",49.2662709,-123.1006184,4.6,1722.0,restaurant,"restaurant, brunch_restaurant, middle_eastern_restaurant, afghani_restaurant, cocktail_bar, bar, food, point_of_interest, establishment",http://zarakvancouver.com/,https://maps.google.com/?cid=9372493041737893680&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Turkish restaurants in Downtown Vancouver BC,2.0,$$,2
ChIJT7tponlxhlQRXg5AoyEz6lI,Meat & Bread,"370 Cambie St., Vancouver, BC V6B 1H5",49.2826195,-123.1093445,4.6,1700.0,sandwich_shop,"sandwich_shop, restaurant, food, point_of_interest, establishment",https://www.meatandbread.com/cambie,https://maps.google.com/?cid=5974644075226205790&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Caribbean restaurants in Gastown BC,1.0,$,1
ChIJuw05z_p1hlQRiXaT1TehoxY,Al Basha Original,"11700 Cambie Rd. #155, Richmond, BC V6X 1L5",49.1839895,-123.0936175,4.6,1689.0,halal_restaurant,"halal_restaurant, shawarma_restaurant, middle_eastern_restaurant, falafel_restaurant, restaurant, food, point_of_interest, establishment",https://albashaoriginal.ca/,https://maps.google.com/?cid=1631324751216735881&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Mediterranean restaurants in Richmond BC,2.0,$$,2
ChIJGzNQznBxhlQRUfJ4lO6Hwnc,Cuchillo,"261 Powell St, Vancouver, BC V6A 2Z1",49.2833199,-123.0981009,4.6,1677.0,latin_american_restaurant,"latin_american_restaurant, mexican_restaurant, restaurant, food, point_of_interest, establishment",http://www.cuchillo.ca/,https://maps.google.com/?cid=8629609294758212177&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Spanish restaurants in Downtown Vancouver BC,2.0,$$,2
ChIJV3TKkyFxhlQROWKHEU39DoM,Tamam: Fine Palestinian Cuisine,"2616 E Hastings St, Vancouver, BC V5K 0A4",49.28101,-123.05155080000002,4.6,1618.0,middle_eastern_restaurant,"middle_eastern_restaurant, mediterranean_restaurant, restaurant, food, point_of_interest, establishment",http://www.tamam.ca/,https://maps.google.com/?cid=9443763976090903097&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Lebanese restaurants in Commercial Drive BC,2.0,$$,2
ChIJu5VjR3pxhlQRSlOO8TYcE4Q,Keto Caveman Café,"508 Abbott St, Vancouver, BC V6B 6N9",49.2807571,-123.107399,4.6,1584.0,restaurant,"restaurant, cafe, food, point_of_interest, establishment",https://www.cavemancafe.ca/,https://maps.google.com/?cid=9516981459870438218&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Brazilian restaurants in Downtown Vancouver BC,1.0,$,1
ChIJ2wm71bVzhlQRYlQQjtt8p-I,Indian Oven,"2006 W 4th Ave, Vancouver, BC V6J 1M9",49.2678849,-123.1506642,4.6,1554.0,restaurant,"restaurant, indian_restaurant, food, point_of_interest, establishment",https://theindianoven.com/,https://maps.google.com/?cid=16332159856105509986&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Indian restaurants in Kitsilano BC,2.0,$$,2
ChIJl9_waXFxhlQRbBq6lKwoHic,St. Lawrence Restaurant,"269 Powell St, Vancouver, BC V6A 1G3",49.2833146,-123.0979889,4.6,1488.0,french_restaurant,"french_restaurant, restaurant, food, point_of_interest, establishment",http://www.stlawrencerestaurant.com/,https://maps.google.com/?cid=2818735138475219564&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,French restaurants in Downtown Vancouver BC,3.0,$$$,3
ChIJVSOOhhxxhlQRhMw5pYnZh_s,The Red Accordion,"1616 Alberni St, Vancouver, BC V6G 2V5",49.2902311,-123.131793,4.6,1427.0,restaurant,"restaurant, brunch_restaurant, food, point_of_interest, establishment",http://theredaccordion.com/,https://maps.google.com/?cid=18124694410581625988&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Vegetarian restaurants in West End BC,2.0,$$,2
ChIJpfo-D8FxhlQRukneHiPAh7o,Tokyo In April,"526 Abbott St, Vancouver, BC V6B 6N7",49.2803961,-123.1074175,4.6,1425.0,japanese_restaurant,"japanese_restaurant, sushi_restaurant, restaurant, food, point_of_interest, establishment",https://www.tokyoinapril.com/,https://maps.google.com/?cid=13440922869984807354&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Japanese restaurants in Gastown BC,2.0,$$,2
ChIJnQBdDEdxhlQRDLbQZmhbIOU,LA GROTTA DEL FORMAGGIO,"1791 Commercial Dr, Vancouver, BC V5N 4A4",49.268864,-123.069849,4.6,1358.0,deli,"deli, sandwich_shop, grocery_store, food_store, gift_shop, store, restaurant, food, point_of_interest, service, establishment",http://www.lagrottadelformaggio.com/,https://maps.google.com/?cid=16510296737899918860&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Italian restaurants in Commercial Drive BC,2.0,$$,2
ChIJ261d35lxhlQRpUNKHs0jfYU,Pho Khanh Express (Beatty),"910 Beatty St, Vancouver, BC V6B 1M7",49.2762565,-123.11556449999998,4.6,1327.0,restaurant,"restaurant, food, point_of_interest, establishment",https://khanhexpress.ca/,https://maps.google.com/?cid=9618883743016698789&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Vietnamese restaurants in Downtown Vancouver BC,1.0,$,1
ChIJffOLmORzhlQRaWgo3PaVM40,Toshi Sushi,"181 E 16th Ave, Vancouver, BC V5T 4R2",49.2566985,-123.1018776,4.6,1263.0,sushi_restaurant,"sushi_restaurant, meal_takeaway, japanese_restaurant, restaurant, food, point_of_interest, establishment",https://m.facebook.com/Toshi-Sushi-133112986718262/,https://maps.google.com/?cid=10174640870648211561&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Japanese restaurants in Mount Pleasant BC,2.0,$$,2
ChIJIwVKs3dzhlQR5AYohNdEIuY,Blaze Gourmet Burgers,"43 E 5th Ave, Vancouver, BC V5T 1G7",49.2666437,-123.1037431,4.6,1261.0,hamburger_restaurant,"hamburger_restaurant, coffee_shop, brunch_restaurant, catering_service, food_delivery, fast_food_restaurant, cafe, food_store, meal_takeaway, store, american_restaurant, restaurant, food, point_of_interest, service, establishment",https://blazegourmetburgers.com/?utm_source=gmb-listing&utm_medium=organic&utm_campaign=gmb_profile,https://maps.google.com/?cid=16582892470357460708&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Caribbean restaurants in Mount Pleasant BC,2.0,$$,2
ChIJT1nDEj1xhlQRL7VuTAnsxeI,Superbaba (Vancouver),"2419 Main St, Vancouver, BC V5T 3E1",49.2633297,-123.1012681,4.6,1242.0,middle_eastern_restaurant,"middle_eastern_restaurant, restaurant, food, point_of_interest, establishment",http://eatsuperbaba.com/,https://maps.google.com/?cid=16340726347664897327&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Mediterranean restaurants in Mount Pleasant BC,1.0,$,1
ChIJV3wIQhdzhlQRdcH-pbJvclU,Bonta Italian Ristorante,"1047 Davie St, Vancouver, BC V6E 1M5",49.2800541,-123.1302963,4.6,1208.0,italian_restaurant,"italian_restaurant, breakfast_restaurant, brunch_restaurant, restaurant, food, point_of_interest, establishment",https://www.bontaitalian.ca/,https://maps.google.com/?cid=6157106453648687477&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Italian restaurants in Downtown Vancouver BC,2.0,$$,2
ChIJ-e72QAB1hlQRAjrYjpDFMDo,Hestia Kitchen + Bar,"4351 Number 3 Rd #160, Richmond, BC V6X 3A7",49.1824243,-123.1370753,4.6,1203.0,restaurant,"restaurant, cocktail_bar, bar, live_music_venue, event_venue, food, point_of_interest, establishment",https://www.hestiakitchenlab.ca/,https://maps.google.com/?cid=4193068477744429570&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Italian restaurants in Richmond BC,2.0,$$,2
ChIJW7ieZXBxhlQRN0Bx8VKwP5E,DD MAU Chinatown,"145 E Pender St, Vancouver, BC V6A 1T6",49.28051370000001,-123.1007843,4.6,1162.0,vietnamese_restaurant,"vietnamese_restaurant, restaurant, food, point_of_interest, establishment",http://ddmau.ca/,https://maps.google.com/?cid=10466277929316859959&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Vietnamese restaurants in Downtown Vancouver BC,2.0,$$,2
ChIJk7cGD9NzhlQRC7W5__vGJvk,Osaka Sushi,"1361 Burrard St, Vancouver, BC V6Z 1Z7",49.2776087,-123.1318865,4.6,1120.0,japanese_restaurant,"japanese_restaurant, asian_restaurant, sushi_restaurant, seafood_restaurant, restaurant, food, point_of_interest, establishment",http://burrardosakasushi.com/,https://maps.google.com/?cid=17953255750188512523&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Japanese restaurants in West End BC,1.0,$,1
ChIJ54NpIIhxhlQRhb2k3PoxCTo,Modern Handi Indian Cuisine,"827 Denman St, Vancouver, BC V6G 2L7",49.2910764,-123.13627249999998,4.6,1096.0,indian_restaurant,"indian_restaurant, restaurant, food, point_of_interest, establishment",http://www.modernhandi.com/,https://maps.google.com/?cid=4181928682503585157&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Indian restaurants in Downtown Vancouver BC,2.0,$$,2
ChIJy0-P0olzhlQRxSLsSsM-jCY,Union Latino's food,"1149 Granville St, Vancouver, BC V6Z 1M1",49.2777688,-123.1255616,4.6,1094.0,colombian_restaurant,"colombian_restaurant, night_club, restaurant, food, point_of_interest, establishment",https://www.unionlatinosrestaurant.com/,https://maps.google.com/?cid=2777664078677287621&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Spanish restaurants in Downtown Vancouver BC,2.0,$$,2
ChIJASS2MDFxhlQRsuXqqJ1aPsE,Siam Le Bien Thai Cuisine,"Siam Le Bien Thai Cuisine, 4217 Hastings St, Burnaby, BC V5C 2J5",49.2812836,-123.0107055,4.6,1079.0,thai_restaurant,"thai_restaurant, restaurant, food, point_of_interest, establishment",http://www.siamlebien.com/,https://maps.google.com/?cid=13924666731066484146&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Thai restaurants in Burnaby BC,2.0,$$,2
ChIJRSGG8IlxhlQR5Oy3sDHqs1A,Hariyali Express Indian Cuisine & Bar,"2066 Commercial Dr, Vancouver, BC V5N 4A9",49.2665264,-123.0694021,4.6,1035.0,indian_restaurant,"indian_restaurant, meal_takeaway, restaurant, food, point_of_interest, establishment",https://hariyaliexpress.com/,https://maps.google.com/?cid=5815249043004583140&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Indian restaurants in Gastown BC,2.0,$$,2
ChIJbdCxdKxzhlQRLyev2c0HL6A,Dovetail,"1079 Mainland St, Vancouver, BC V6B 5P9",49.2759801,-123.120331,4.6,1033.0,restaurant,"restaurant, food, point_of_interest, establishment",http://dovetailrestaurant.ca/,https://maps.google.com/?cid=11542452950675695407&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Italian restaurants in Yaletown BC,2.0,$$,2
ChIJYb-JEt93hlQRimWfUjiTY4Y,Zaaki Cuisine,"589 6th St, New Westminster, BC V3L 5V2",49.2130556,-122.92,4.6,1018.0,middle_eastern_restaurant,"middle_eastern_restaurant, mediterranean_restaurant, fast_food_restaurant, cafe, restaurant, food, point_of_interest, establishment",https://zaakicuisine.zomi.menu/,https://maps.google.com/?cid=9683745493890327946&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Mediterranean restaurants in Burnaby BC,1.0,$,1
ChIJTahV6NdxhlQRbgNjd8Ox0-s,Abadan Lounge,"1431 Marine Dr, North Vancouver, BC V7P 1T5",49.3233794,-123.1139212,4.6,955.0,restaurant,"restaurant, food, point_of_interest, establishment",https://www.abadan.ca/,https://maps.google.com/?cid=16993121272078730094&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Mediterranean restaurants in North Vancouver BC,2.0,$$,2
ChIJSbmhiuRzhlQR04kvchr9X_I,Bombay Kitchen and Bar - Denman St,"1061 Denman St, Vancouver, BC V6G 2M5",49.2886899,-123.1401114,4.6,946.0,indian_restaurant,"indian_restaurant, asian_restaurant, cocktail_bar, bar, restaurant, food, point_of_interest, establishment",https://bombaykitchenondenman.ca/,https://maps.google.com/?cid=17464956169992767955&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Indian restaurants in Downtown Vancouver BC,2.0,$$,2
ChIJk0S1IYhxhlQR6yPpAYongOQ,Simba's Grill,"3300 Boundary Rd, Burnaby, BC V5G 1G4",49.2545395,-123.0232611,4.6,881.0,restaurant,"restaurant, food, point_of_interest, establishment",http://www.simbasgrill.com/,https://maps.google.com/?cid=16465203711357559787&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Ethiopian restaurants in West End BC,2.0,$$,2
ChIJYYml2UhzhlQRvySF6IWg-4U,Casereccio Foods Coffee/Pasta Bar,"2480 Vine St, Vancouver, BC V6K 3K8",49.2642288,-123.1574853,4.6,865.0,italian_restaurant,"italian_restaurant, ice_cream_shop, dessert_shop, confectionery, bakery, cafe, wholesaler, grocery_store, food_store, store, restaurant, food, point_of_interest, establishment",https://www.caserecciofoods.com/,https://maps.google.com/?cid=9654486723190924479&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Italian restaurants in Kitsilano BC,2.0,$$,2
ChIJN0Vkvat2hlQRLXcNcR39sbw,Pink Peppercorn Seafood House,"1485 Kingsway, Vancouver, BC V5N 2R6",49.249391,-123.07363699999998,4.6,858.0,seafood_restaurant,"seafood_restaurant, fine_dining_restaurant, steak_house, french_restaurant, restaurant, food, point_of_interest, establishment",https://eddyspinkpeppercorn.ca/,https://maps.google.com/?cid=13596927052900824877&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Seafood restaurants in Commercial Drive BC,3.0,$$$,3
ChIJ3efTtO5zhlQRQIv3wHdHaiY,SUYO Modern Peruvian,"3475 Main St, Vancouver, BC V5V 3M9",49.2540235,-123.1010613,4.6,846.0,peruvian_restaurant,"peruvian_restaurant, fine_dining_restaurant, latin_american_restaurant, restaurant, food, point_of_interest, establishment",http://www.suyo.ca/,https://maps.google.com/?cid=2768103500636719936&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Peruvian restaurants in Downtown Vancouver BC,2.0,$$,2
ChIJieXo0D91hlQREZrCQAe1z48,Phở M&K Vietnamese House,"8191 Saba Rd #150, Richmond, BC V6Y 4C3",49.1689849,-123.1339627,4.6,835.0,vietnamese_restaurant,"vietnamese_restaurant, restaurant, food, point_of_interest, establishment",,https://maps.google.com/?cid=10362700310358694417&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Vietnamese restaurants in Richmond BC,1.0,$,1
ChIJ9ZQCacpzhlQRLx_Hge2HPaU,Oddfish Restaurant,"1889 W 1st Ave, Vancouver, BC V6J 5J1",49.2708198,-123.1477029,4.6,820.0,seafood_restaurant,"seafood_restaurant, restaurant, food, point_of_interest, establishment",http://www.oddfishrestaurant.com/,https://maps.google.com/?cid=11906822443991768879&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Seafood restaurants in Kitsilano BC,2.0,$$,2
ChIJdySln4twhlQR7OTYe5KFFRs,Tour De Feast,"319 Mountain Hwy, North Vancouver, BC V7J 2K7",49.307389,-123.03216999999998,4.6,786.0,french_restaurant,"french_restaurant, restaurant, food, point_of_interest, establishment",http://tourdefeast.com/,https://maps.google.com/?cid=1951612877724509420&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,French restaurants in Richmond BC,2.0,$$,2
ChIJLSgkb8xzhlQRDhSc6jYLX34,Pho Mimosa,"1157 Granville St, Vancouver, BC V6Z 1M1",49.2776951,-123.1256749,4.6,774.0,vietnamese_restaurant,"vietnamese_restaurant, restaurant, food, point_of_interest, establishment",http://phomimosa.ca/,https://maps.google.com/?cid=9106009302058669070&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Vietnamese restaurants in Downtown Vancouver BC,1.0,$,1
ChIJcSlWY81xhlQRtBJb9FGq6PY,Orto Artisan Pasta,"1600 Mackay Rd, North Vancouver, BC V7P 2M4",49.323102,-123.101966,4.6,766.0,italian_restaurant,"italian_restaurant, restaurant, food, point_of_interest, establishment",http://www.ortoartisanpasta.com/,https://maps.google.com/?cid=17791657596895826612&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Italian restaurants in North Vancouver BC,2.0,$$,2
ChIJWWYp5cRxhlQR6xMiqQMC-_Y,The Gull Bar and Kitchen,"175 1st St E, North Vancouver, BC V7L 1B2",49.3105912,-123.0760173,4.6,763.0,restaurant,"restaurant, bar_and_grill, wine_bar, cocktail_bar, liquor_store, bar, meal_takeaway, store, food, point_of_interest, establishment",https://thegull.ca/,https://maps.google.com/?cid=17796820567230387179&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Vegetarian restaurants in North Vancouver BC,2.0,$$,2
ChIJu2sq3MdzhlQRP7DJ2Q8Odls,Café Salade de Fruits,"1545 W 7th Ave, Vancouver, BC V6J 1S2",49.2654832,-123.1399816,4.6,762.0,french_restaurant,"french_restaurant, restaurant, food, point_of_interest, establishment",https://www.cafesaladedefruits.ca/,https://maps.google.com/?cid=6590470565944471615&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,French restaurants in Downtown Vancouver BC,2.0,$$,2
ChIJ6xnw1FF1hlQRXnx7vwD9q38,Longdhang Shanghai Cuisine,"8053 Alexandra Rd, Richmond, BC V6X 3A6",49.178616700000006,-123.1353208,4.6,745.0,chinese_restaurant,"chinese_restaurant, restaurant, food, point_of_interest, establishment",https://longdhang.zomi.menu/,https://maps.google.com/?cid=9199724843488738398&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Chinese restaurants in Richmond BC,2.0,$$,2
ChIJj_WQhaB1hlQRmwuSxq53iss,Good Nine Korean BBQ,"8291 Alexandra Rd #105, Richmond, BC V6X 3P3",49.1785472,-123.1318149,4.6,732.0,korean_barbecue_restaurant,"korean_barbecue_restaurant, korean_restaurant, restaurant, food, point_of_interest, establishment",http://www.goodninebbq.com/,https://maps.google.com/?cid=14666666729024916379&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Korean restaurants in Richmond BC,2.0,$$,2
ChIJAYnd32tzhlQR2Vso_pfwYiQ,The Cider House,"1602 Yew St, Vancouver, BC V6K 3E7",49.2715108,-123.1548246,4.6,708.0,bar,"bar, vegan_restaurant, vegetarian_restaurant, cocktail_bar, restaurant, food, point_of_interest, establishment",https://ciderhouserules.ca/,https://maps.google.com/?cid=2621922468677835737&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Vegetarian restaurants in Kitsilano BC,2.0,$$,2
ChIJwQLp3LZxhlQR2Jfp5jqmWt8,Pho 37,"1578 Robson St, Vancouver, BC V6G 1C2",49.2891641,-123.1321511,4.6,706.0,restaurant,"restaurant, asian_restaurant, food, point_of_interest, establishment",http://www.pho37.ca/,https://maps.google.com/?cid=16094358990274271192&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Vietnamese restaurants in Downtown Vancouver BC,1.0,$,1
ChIJBTNOts1zhlQRW8Rr2NGMk4o,Ignite Pizzeria Yaletown,"987 Mainland St, Vancouver, BC V6B 1T2",49.2772481,-123.1187385,4.6,701.0,restaurant,"restaurant, wine_bar, vegan_restaurant, pizza_delivery, beer_garden, vegetarian_restaurant, pizza_restaurant, meal_delivery, food_delivery, meal_takeaway, bar, italian_restaurant, food, point_of_interest, establishment",https://ignitepizzeria.com/,https://maps.google.com/?cid=9985479631717516379&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Vegetarian restaurants in Yaletown BC,2.0,$$,2
ChIJNWm91udxhlQRv_cFcXKSgDk,Bar Corso,"1566 Commercial Dr, Vancouver, BC V5L 3Y2",49.2707543,-123.069445,4.6,700.0,italian_restaurant,"italian_restaurant, wine_bar, cocktail_bar, bar, restaurant, food, point_of_interest, establishment",http://www.barcorso.ca/,https://maps.google.com/?cid=4143472677400999871&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Italian restaurants in Commercial Drive BC,2.0,$$,2
ChIJ3R9itno9sYkRO9xghvFiVgo,Rio Brazil Steakhouse,"10412 Washington Hwy, Glen Allen, VA 23059, USA",37.6944973,-77.4625196,4.6,699.0,restaurant,"restaurant, food, point_of_interest, establishment",https://www.riobrazilsteakhouse.com/,https://maps.google.com/?cid=744891577857530939&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Brazilian restaurants in Richmond BC,2.0,$$,2
ChIJxxoMHmJzhlQRaACSINH-s0o,Zab Zaab Thai Cuisine,"1211 Hamilton St, Vancouver, BC V6B 6K5",49.2748699,-123.1230725,4.6,687.0,thai_restaurant,"thai_restaurant, restaurant, food, point_of_interest, establishment",http://www.zabzaabthai.com/,https://maps.google.com/?cid=5382926153785933928&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Thai restaurants in Downtown Vancouver BC,2.0,$$,2
ChIJn5Yk8Pp5hlQRjIBc1qzTmDs,Float 30,"Reed Point Way, Port Moody, BC V3H 1V6",49.2914914,-122.88169080000002,4.6,675.0,restaurant,"restaurant, food, point_of_interest, establishment",https://www.float30restaurant.com/,https://maps.google.com/?cid=4294414983981990028&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Seafood restaurants in Burnaby BC,2.0,$$,2
ChIJM8nta4JxhlQRcvV0ea22GUk,Lavantine Restaurant & Skybar,"833 W Pender St, Vancouver, BC V6C 3B2",49.2857792,-123.1163804,4.6,667.0,restaurant,"restaurant, food, point_of_interest, establishment",https://lavantine.ca/,https://maps.google.com/?cid=5267442095369811314&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Mediterranean restaurants in Downtown Vancouver BC,2.0,$$,2
ChIJdUCrDlhzhlQRVoed5vCF3X0,The Golden Horn Turkish Bakery & Cafe,"2857 Cambie St., Vancouver, BC V5Z 3Y8",49.2598107,-123.1152833,4.6,662.0,bakery,"bakery, halal_restaurant, coffee_shop, cafe, food_store, store, restaurant, food, point_of_interest, establishment",https://www.thegoldenhorn.ca/,https://maps.google.com/?cid=9069552494301775702&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Turkish restaurants in Downtown Vancouver BC,2.0,$$,2
ChIJtRJImhlxhlQRPexwQf8v5kM,La Playita Seafood,"360 Cambie St., Vancouver, BC V6B 1G8",49.2826512,-123.1093483,4.6,650.0,restaurant,"restaurant, food, point_of_interest, establishment",,https://maps.google.com/?cid=4892650818545708093&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Seafood restaurants in Downtown Vancouver BC,2.0,$$,2
