place_id,name,address,latitude,longitude,rating,review_count,price_level,primary_type,types,website,google_maps_url,search_query
ChIJ2WcAHgBxhlQRX0Nei00VHJo,Nasa Bakery & Cafe,"1678 Commercial Dr, Vancouver, BC V5L 3Y4",49.2699027,-123.06931410000001,4.8,151.0,,cafe,"cafe, bakery, food_store, store, food, point_of_interest, establishment",https://www.nasabakery.ca/,https://maps.google.com/?cid=11104774203983676255&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Turkish restaurants in Commercial Drive BC
ChIJfwkyT4txhlQRqD41tVf1-xM,Angela Pastificio,"1869 Powell St, Vancouver, BC V5L 1H8",49.284784,-123.0662582,4.8,148.0,,italian_restaurant,"italian_restaurant, restaurant, food, point_of_interest, establishment",https://www.angelapastificio.ca/,https://maps.google.com/?cid=1440014262926130856&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Italian restaurants in Commercial Drive BC
ChIJdUAzNgDhhVQRjzAAT_cfdN0,Vogue Café,"12251 No 1 Rd #130, Steveston, BC V7E 1T6",49.124606199999995,-123.18165339999999,4.8,134.0,,french_restaurant,"french_restaurant, restaurant, food, point_of_interest, establishment",,https://maps.google.com/?cid=15957414526723305615&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,French restaurants in Richmond BC
ChIJvTb4TXpzhlQR8D9ItpPVkkA,Kumi Sushi Bar,"4422 W 10th Ave, Vancouver, BC V6R 2H9",49.263614399999994,-123.2067299,4.8,133.0,,sushi_restaurant,"sushi_restaurant, japanese_restaurant, restaurant, food, point_of_interest, establishment",https://order.plento.io/restaurant/kumi-sushi-bar,https://maps.google.com/?cid=4653016195422240752&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Japanese restaurants in Kitsilano BC
ChIJizYYSgB1hlQRREHHu78l_UQ,Shanghai Lao Wei Dao,"8700 McKim Way #2113, Richmond, BC V6X 4A5",49.183245799999995,-123.1266072,4.8,132.0,,chinese_restaurant,"chinese_restaurant, restaurant, food, point_of_interest, establishment",https://shanghailaoweidao.com/utm_source=google&utm_medium=maps&utm_campaign=website,https://maps.google.com/?cid=4971171069106274628&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Chinese restaurants in Richmond BC
ChIJQxUHg5NxhlQRUzVvJM_z5fI,The Cozy Wok,"854 Denman St, Vancouver, BC V6G 2L8",49.290803200000006,-123.13611119999999,4.8,118.0,,restaurant,"restaurant, wine_bar, asian_restaurant, cocktail_bar, bar, chinese_restaurant, food, point_of_interest, establishment",http://www.thecozywok.com/,https://maps.google.com/?cid=17502663597840348499&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Chinese restaurants in Mount Pleasant BC
ChIJf8TPgD1xhlQRwTmZ7wnJPhA,Blaze Cafe - Mount Pleasant,"43 E 5th Ave, Vancouver, BC V5T 1G7",49.266576,-123.10374010000001,4.8,112.0,,cafe,"cafe, hamburger_restaurant, coffee_shop, brunch_restaurant, breakfast_restaurant, food_store, store, american_restaurant, restaurant, food, point_of_interest, establishment",http://www.blazecafeyvr.com/,https://maps.google.com/?cid=1170593997674592705&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Spanish restaurants in Mount Pleasant BC
ChIJfe2sYHhxhlQRUbjA606xqxI,Little Japan Restaurant,"555 W Hastings St, Vancouver, BC V6B 1N9",49.2847563,-123.11215039999999,4.8,86.0,,japanese_restaurant,"japanese_restaurant, restaurant, food, point_of_interest, establishment",,https://maps.google.com/?cid=1345363866221066321&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Japanese restaurants in Gastown BC
ChIJZ2lDZQBxhlQR3CNNfDdgh70,Vanmak,"82 Keefer Pl, Vancouver, BC V6B 0C9",49.2794812,-123.10703459999999,4.8,85.0,,restaurant,"restaurant, food, point_of_interest, establishment",https://www.vanmak.ca/,https://maps.google.com/?cid=13656990186449216476&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Korean restaurants in Downtown Vancouver BC
ChIJpQsNsC9xhlQROjRoAtlVt_c,LE COQ FRIT(LONSDALE),"123 Carrie Cates Ct #134, North Vancouver, BC V7M 3K7",49.310643999999996,-123.08155999999998,4.8,84.0,,restaurant,"restaurant, food, point_of_interest, establishment",http://lecoqfrit.ca/,https://maps.google.com/?cid=17849830038642897978&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Korean restaurants in North Vancouver BC
ChIJr3jL-btxhlQRGHNNBQ9vzj0,Don Chendo North Vancouver,"1440 Rupert St, North Vancouver, BC V7J 1E9",49.308133899999994,-123.03330919999998,4.8,83.0,,grocery_store,"grocery_store, food_store, food, store, point_of_interest, establishment",https://www.donchendo.com/,https://maps.google.com/?cid=4453619191820153624&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Mexican restaurants in North Vancouver BC
ChIJT2MmohdxhlQRCT5IaRtrM1c,Nabi House Korean Foods,"1889 Powell St, Vancouver, BC V5L 1H8",49.2848421,-123.06596559999998,4.8,80.0,,restaurant,"restaurant, food, point_of_interest, establishment",https://www.nabihouse.ca/,https://maps.google.com/?cid=6283483670586605065&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Korean restaurants in Commercial Drive BC
ChIJWdFQQGJxhlQRFxewkkFT95k,Mui Garden Restaurant (North Vancouver),"185 Forester St #107, North Vancouver, BC V7H 0A6",49.3059814,-123.0107309,4.8,73.0,,restaurant,"restaurant, food, point_of_interest, establishment",https://www.muigarden.com/,https://maps.google.com/?cid=11094427748149499671&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Chinese restaurants in North Vancouver BC
ChIJk7sgjNxxhlQRh3rcstC0Te0,SOLO POCHA,"1256 Robson St, Vancouver, BC V6E 1C1",49.2864748,-123.1280089,4.8,37.0,,restaurant,"restaurant, korean_barbecue_restaurant, korean_restaurant, meal_takeaway, food, point_of_interest, establishment",https://solopocha.ca/?utm_source=google&utm_medium=maps&utm_campaign=website,https://maps.google.com/?cid=17099522168642632327&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Korean restaurants in Downtown Vancouver BC
ChIJuWU7oh1zhlQR0xevnG3qBjI,Pho Goodness Kitchen (Main & 26th),"4160 Main St, Vancouver, BC V5V 3P7",49.2480936,-123.1009002,4.8,37.0,,vietnamese_restaurant,"vietnamese_restaurant, restaurant, food, point_of_interest, establishment",https://phogoodness.com/,https://maps.google.com/?cid=3604826308257716179&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Vietnamese restaurants in Mount Pleasant BC
ChIJ57TyilhxhlQRpXpb9Mypa_o,La Valentina Mexican Cuisine,"218 MacKay Rd, North Vancouver, BC V7P 3H4",49.3188763,-123.10200649999999,4.8,34.0,,mexican_restaurant,"mexican_restaurant, restaurant, food, point_of_interest, establishment",https://www.lavalentinacanada.ca/,https://maps.google.com/?cid=18044703029728082597&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Mexican restaurants in Burnaby BC
ChIJX2NVfABzhlQRT8afKF1kuCo,Empanada Republic Restaurant,"1288 Howe St, Vancouver, BC V6Z 1R5",49.2768502,-123.12837990000001,4.8,30.0,,mexican_restaurant,"mexican_restaurant, restaurant, food, point_of_interest, establishment",,https://maps.google.com/?cid=3078320696584029775&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Spanish restaurants in Downtown Vancouver BC
ChIJURRmCB5zhlQRiKOj8nLg3Nc,Gimme Bakery,"1605 W 5th Ave, Vancouver, BC V6J 1N5",49.267321800000005,-123.14112999999999,4.8,21.0,,brazilian_restaurant,"brazilian_restaurant, restaurant, food, point_of_interest, establishment",https://www.gimmebakery.com/,https://maps.google.com/?cid=15554553997332554632&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Brazilian restaurants in Downtown Vancouver BC
ChIJfX3_cQBxhlQRuaZWsLv4gjU,Di Chai,"4124 Hastings St, Burnaby, BC V5C 2J3",49.2809235,-123.0133203,4.8,21.0,,restaurant,"asian_restaurant, tapas_restaurant, korean_restaurant, soup_restaurant, restaurant, food, point_of_interest, establishment",https://order.toasttab.com/online/dichai.yvr,https://maps.google.com/?cid=3855917715983607481&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Vietnamese restaurants in Burnaby BC
ChIJe2wctUJ1hlQR3vaUDzb-mQo,ponchos tacos,"8351 River Rd, Richmond, BC V6X 2W3",49.193170099999996,-123.1329672,4.8,17.0,,fast_food_restaurant,"fast_food_restaurant, restaurant, food, point_of_interest, establishment",https://www.ponchostacos.ca/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=6134368328997106483,https://maps.google.com/?cid=763921119959119582&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Mexican restaurants in Richmond BC
ChIJVRB6BwZzhlQRfK8Tud6yRZk,Chau Cafe,"Island Public Market, 1689 Johnston St, Vancouver, BC V6H 3X4",49.272728199999996,-123.1351543,4.8,11.0,,cafe,"cafe, restaurant, food, point_of_interest, establishment",https://chaucafe.com/,https://maps.google.com/?cid=11044430330853568380&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Vietnamese restaurants in Yaletown BC
ChIJx8zDGIBxhlQRU-OFjaGa-6Q,JOEY Burrard,"820 Burrard St, Vancouver, BC V6Z 1X9",49.282606,-123.12318789999999,4.7,11366.0,PRICE_LEVEL_MODERATE,restaurant,"restaurant, food, point_of_interest, establishment",https://joeyrestaurants.com/location/joey-burrard,https://maps.google.com/?cid=11888265660029330259&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Vegetarian restaurants in Downtown Vancouver BC
ChIJod2tPlFzhlQRCSDoo93R3-M,iDen & Quanjude Beijing Duck House,"2808 Cambie St., Vancouver, BC V5Z 2V5",49.260124499999996,-123.11475879999999,4.7,9272.0,PRICE_LEVEL_VERY_EXPENSIVE,chinese_restaurant,"chinese_restaurant, wine_bar, seafood_restaurant, asian_restaurant, fine_dining_restaurant, bar, restaurant, food, point_of_interest, establishment",http://www.quanjude1864.com/,https://maps.google.com/?cid=16420073516283994121&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Chinese restaurants in Mount Pleasant BC
ChIJS6bVOy53hlQRU0vCI7PvbAA,JOEY Burnaby,"1899 Rosser Ave #109, Burnaby, BC V5C 6R5",49.2669122,-123.0066466,4.7,8927.0,PRICE_LEVEL_MODERATE,restaurant,"restaurant, food, point_of_interest, establishment",https://joeyrestaurants.com/location/joey-burnaby,https://maps.google.com/?cid=30662850162871123&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Italian restaurants in Burnaby BC
ChIJR66qkPl3hlQRo3sbz6cmASs,Birdies,"3850 Lougheed Hwy., Burnaby, BC V5C 6N4",49.2654067,-123.0195924,4.7,5070.0,PRICE_LEVEL_MODERATE,californian_restaurant,"californian_restaurant, american_restaurant, restaurant, food, point_of_interest, establishment",https://birdiesrestaurant.com/,https://maps.google.com/?cid=3098800520783690659&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Caribbean restaurants in West End BC
ChIJZ04tZ9ZzhlQRDsJZp_cOS4U,Blue Water Cafe,"1095 Hamilton St, Vancouver, BC V6B 2W9",49.276154999999996,-123.12112899999998,4.7,3821.0,PRICE_LEVEL_VERY_EXPENSIVE,restaurant,"restaurant, fine_dining_restaurant, wine_bar, sushi_restaurant, seafood_restaurant, cocktail_bar, bar, cafe, japanese_restaurant, food, point_of_interest, establishment",https://bluewatercafe.ca/?utm_source=GoogleBusinessProfile&utm_medium=Website&utm_campaign=MapLabs,https://maps.google.com/?cid=9604787087125103118&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Seafood restaurants in Downtown Vancouver BC
ChIJE-VknPdzhlQR0P5V7wAaSqk,Paratha 2 Pasta (P2P) | Yaletown | Vancouver,"1257 Hamilton St, Vancouver, BC V6B 6K3",49.2743099,-123.12386869999999,4.7,3727.0,,indian_restaurant,"indian_restaurant, restaurant, food, point_of_interest, establishment",https://paratha2pasta.com/,https://maps.google.com/?cid=12198591132004122320&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Vegetarian restaurants in Yaletown BC
ChIJk6nj4NlxhlQRz0kVe0cCy1I,Riley's Vancouver,"200 Burrard St, Vancouver, BC V6C 3M1",49.2879155,-123.11526599999998,4.7,3670.0,,restaurant,"restaurant, seafood_restaurant, brunch_restaurant, steak_house, bar, live_music_venue, event_venue, food, point_of_interest, establishment",https://rileysrestaurant.ca/,https://maps.google.com/?cid=5965864637413280207&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Seafood restaurants in Downtown Vancouver BC
ChIJw1aBrdVzhlQRn5GWQhUM6cw,Thai Away Home on Granville,"1081 Granville St, Vancouver, BC V6Z 1L4",49.2785035,-123.1245091,4.7,2761.0,PRICE_LEVEL_INEXPENSIVE,thai_restaurant,"thai_restaurant, restaurant, food, point_of_interest, establishment",http://www.thaiaway.com/,https://maps.google.com/?cid=14765346138761892255&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Thai restaurants in Downtown Vancouver BC
ChIJq8Wb6blzhlQR-SGqeJHI4ks,Tom Sushi,"1175 Davie St, Vancouver, BC V6E 1N2",49.281568899999996,-123.13281619999998,4.7,2714.0,PRICE_LEVEL_MODERATE,sushi_restaurant,"sushi_restaurant, meal_takeaway, japanese_restaurant, restaurant, food, point_of_interest, establishment",https://tomsushi.ca/,https://maps.google.com/?cid=5468153424701432313&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Japanese restaurants in West End BC
ChIJz2O67pp3hlQRht7JWs--wEY,Trattoria by Italian Kitchen,"4501 Kingsway #102, Burnaby, BC V5H 2A9",49.2301941,-123.00393550000001,4.7,2685.0,,restaurant,"restaurant, fine_dining_restaurant, wine_bar, brunch_restaurant, lounge_bar, night_club, meal_takeaway, bar, food_store, italian_restaurant, event_venue, store, food, point_of_interest, establishment",https://glowbalgroup.com/trattoria/,https://maps.google.com/?cid=5098284575974088326&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Italian restaurants in Richmond BC
ChIJ25UYF_pzhlQRQB7i8ROEdRc,The Fish Counter Main Street,"3825 Main St, Vancouver, BC V5V 3P1",49.2507837,-123.1012792,4.7,2381.0,PRICE_LEVEL_MODERATE,seafood_restaurant,"seafood_restaurant, fish_and_chips_restaurant, market, food_store, meal_takeaway, store, restaurant, food, point_of_interest, establishment",https://the-fishcounter.com/,https://maps.google.com/?cid=1690402456344862272&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Seafood restaurants in Mount Pleasant BC
ChIJ1YEhf8hxhlQRGKa2FCbaXyk,Mumbaiyaa Street Foods - Pure Vegetarian,"4160 Hastings St, Burnaby, BC V5C 2J4",49.2808437,-123.01243790000001,4.7,2294.0,,vegetarian_restaurant,"vegetarian_restaurant, restaurant, food, point_of_interest, establishment",http://www.mumbaiyaa.ca/,https://maps.google.com/?cid=2981341335433684504&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Indian restaurants in Burnaby BC
ChIJL_p6s9R3hlQRhLHiqxTkZvk,Kurrywala Indian Restaurant Burnaby,"7660 6th St, Burnaby, BC V3N 3M7",49.221835999999996,-122.9309891,4.7,2195.0,PRICE_LEVEL_MODERATE,indian_restaurant,"indian_restaurant, restaurant, food, point_of_interest, establishment",http://www.kurrywala.net/,https://maps.google.com/?cid=17971302140502782340&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Indian restaurants in Burnaby BC
ChIJ-3YQ4u_XhVQRqcevvcC2cE8,VadaPav Mirchi By Geeta,"832 12th St, New Westminster, BC V3M 4K4",49.2114526,-122.9357154,4.7,2186.0,,indian_restaurant,"indian_restaurant, restaurant, food, point_of_interest, establishment",https://sites.google.com/view/vada-pav-mirchi-by-geeta/home,https://maps.google.com/?cid=5724276065320290217&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Indian restaurants in Burnaby BC
ChIJZwLUZ2NxhlQRdmA5dJf08is,PHO H&P NOODLE HOUSE,"4015 Hastings St, Burnaby, BC V5C 2J1",49.2812597,-123.01582969999998,4.7,2148.0,PRICE_LEVEL_INEXPENSIVE,vietnamese_restaurant,"vietnamese_restaurant, thai_restaurant, restaurant, food, point_of_interest, establishment",http://www.noodlehouses.ca/,https://maps.google.com/?cid=3166862419322036342&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Thai restaurants in Burnaby BC
ChIJh2kc_yJ3hlQRmmxZ42fYThU,Krsma Indian Restaurant,"5207 Victoria Dr, Vancouver, BC V5P 3V4",49.2373775,-123.0656173,4.7,1958.0,,indian_restaurant,"indian_restaurant, family_restaurant, seafood_restaurant, north_indian_restaurant, vegan_restaurant, vegetarian_restaurant, meal_takeaway, restaurant, food, point_of_interest, establishment",https://krsmaindianrestaurant.com/,https://maps.google.com/?cid=1535402463687437466&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Indian restaurants in Burnaby BC
ChIJrdfFq1FzhlQROGjeG3ndkVA,Craffles,"518 Davie St, Vancouver, BC V6B 2G4",49.2759437,-123.12470469999998,4.7,1870.0,PRICE_LEVEL_MODERATE,breakfast_restaurant,"breakfast_restaurant, belgian_restaurant, brazilian_restaurant, brunch_restaurant, dessert_shop, confectionery, food_store, store, restaurant, food, point_of_interest, establishment",http://www.craffles.ca/,https://maps.google.com/?cid=5805664906885621816&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Brazilian restaurants in Downtown Vancouver BC
ChIJ2z9SdABxhlQRp4NYil_ubr8,SANTO TACO,"108 W Hastings St, Vancouver, BC V6B 1G8",49.2819801,-123.10763839999998,4.7,1852.0,,mexican_restaurant,"mexican_restaurant, restaurant, food, point_of_interest, establishment",https://order.toasttab.com/online/santo-taco-hastings,https://maps.google.com/?cid=13794224802792768423&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Mexican restaurants in Downtown Vancouver BC
ChIJdeRWN3dxhlQRv88uiXGJQyg,RENS Cafe & Bistro Thai Contemporary,"3901 Hastings St, Burnaby, BC V5C 2H8",49.281230699999995,-123.0184754,4.7,1840.0,,thai_restaurant,"thai_restaurant, wine_bar, pub, bar, restaurant, food, point_of_interest, establishment",https://renscafe.com/,https://maps.google.com/?cid=2901313705682587583&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Thai restaurants in Burnaby BC
ChIJc8G7nyNxhlQRJzYYqcLYls0,PiCaDo,"605 W Pender St, Vancouver, BC V6B 3H5",49.284192999999995,-123.1139037,4.7,1777.0,PRICE_LEVEL_INEXPENSIVE,turkish_restaurant,"turkish_restaurant, shawarma_restaurant, halal_restaurant, middle_eastern_restaurant, pizza_restaurant, bakery, cafe, food_store, store, restaurant, food, point_of_interest, establishment",https://picado-online-ordering.brygid.online/,https://maps.google.com/?cid=14814266354854016551&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Turkish restaurants in Downtown Vancouver BC
ChIJ7xNUtyArK4gRBRqWudtSoQk,Saray Turkish Restaurant,"9737 Yonge St Unit 217, Richmond Hill, ON L4C 8S7",43.864315999999995,-79.4350898,4.7,1728.0,,restaurant,"restaurant, middle_eastern_restaurant, food, point_of_interest, establishment",https://sarayrestaurants.com/,https://maps.google.com/?cid=693926921256704517&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Turkish restaurants in Richmond BC
ChIJH29_Ocd3hlQR-GPRl64CO0k,Tasty Planet Indian cuisine restaurant,"7892 6th St, Burnaby, BC V3N 3N3",49.2194335,-122.92752209999998,4.7,1709.0,PRICE_LEVEL_INEXPENSIVE,indian_restaurant,"indian_restaurant, fine_dining_restaurant, north_indian_restaurant, restaurant, food, point_of_interest, establishment",http://tastyplanet.ca/,https://maps.google.com/?cid=5276814337289315320&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Indian restaurants in Burnaby BC
ChIJQ94YI0F2hlQRThl4MaBwzO0,Tenen Restaurant,"7569 Royal Oak Ave c, Burnaby, BC V5J 4J8",49.215431099999996,-122.9889216,4.7,1607.0,PRICE_LEVEL_MODERATE,eastern_european_restaurant,"eastern_european_restaurant, restaurant, food, point_of_interest, establishment",http://www.tenenrestaurant.com/,https://maps.google.com/?cid=17135194515564927310&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Mediterranean restaurants in Burnaby BC
ChIJ-2JqCBV3hlQR-UDpMEfMit0,Zamzam Grill,"2128 Kingsway, Vancouver, BC V5N 2T5",49.2441272,-123.0633818,4.7,1527.0,PRICE_LEVEL_INEXPENSIVE,middle_eastern_restaurant,"middle_eastern_restaurant, restaurant, food, point_of_interest, establishment",https://www.zamzamgrill.ca/,https://maps.google.com/?cid=15963796435303481593&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Lebanese restaurants in Mount Pleasant BC
ChIJ06wWrld1hlQR3O807Mqq2NI,Osmanthus Chinese Fusion Restaurant,"4151 Hazelbridge Wy #2788, Richmond, BC V6X 3R8",49.183428799999994,-123.13414809999999,4.7,1477.0,,chinese_restaurant,"chinese_restaurant, restaurant, food, point_of_interest, establishment",http://osmanthuscanada.com/,https://maps.google.com/?cid=15193081131457376220&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Chinese restaurants in Richmond BC
ChIJHegc_RpzhlQREsSRLz5TBRY,Thai Away Home on Cambie,"3315 Cambie St., Vancouver, BC V5Z 2W6",49.2557391,-123.1153778,4.7,1379.0,,restaurant,"restaurant, thai_restaurant, food, point_of_interest, establishment",http://www.thaiaway.com/,https://maps.google.com/?cid=1586765970269127698&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Thai restaurants in Gastown BC
